city_name,county_name,town_name,count,Group,score
서울,강남구,개포동,4,A,10
서울,강남구,논현동,6,A,10
서울,강남구,대치동,6,A,10
서울,강남구,도곡동,3,B,8
서울,강남구,삼성동,4,A,10
서울,강남구,세곡동,1,D,4
서울,강남구,수서동,1,D,4
서울,강남구,신사동,11,A,10
서울,강남구,압구정동,1,D,4
서울,강남구,역삼동,6,A,10
서울,강남구,율현동,1,D,4
서울,강남구,일원동,6,A,10
서울,강남구,자곡동,3,B,8
서울,강남구,청담동,4,A,10
서울,강동구,강일동,1,D,4
서울,강동구,고덕동,2,C,6
서울,강동구,길동,1,D,4
서울,강동구,둔촌동,1,D,4
서울,강동구,성내동,3,B,8
서울,강동구,암사동,2,C,6
서울,강동구,천호동,3,B,8
서울,강북구,미아동,8,A,10
서울,강북구,번동,2,C,6
서울,강북구,수유동,3,B,8
서울,강북구,우이동,1,D,4
서울,강서구,가양동,2,C,6
서울,강서구,등촌동,4,A,10
서울,강서구,마곡동,2,C,6
서울,강서구,방화동,2,C,6
서울,강서구,염창동,1,D,4
서울,강서구,화곡동,6,A,10
서울,관악구,봉천동,7,A,10
서울,관악구,신림동,8,A,10
서울,광진구,광장동,2,C,6
서울,광진구,구의동,2,C,6
서울,광진구,군자동,3,B,8
서울,광진구,능동,1,D,4
서울,광진구,자양동,4,A,10
서울,광진구,중곡동,1,D,4
서울,광진구,화양동,2,C,6
서울,구로구,개봉동,3,B,8
서울,구로구,고척동,1,D,4
서울,구로구,구로동,8,A,10
서울,구로구,궁동,1,D,4
서울,구로구,신도림동,3,B,8
서울,구로구,오류동,1,D,4
서울,금천구,가산동,3,B,8
서울,금천구,독산동,2,C,6
서울,금천구,시흥동,2,C,6
서울,노원구,공릉동,7,A,10
서울,노원구,상계동,4,A,10
서울,노원구,월계동,4,A,10
서울,노원구,중계동,6,A,10
서울,노원구,하계동,1,D,4
서울,도봉구,도봉동,6,A,10
서울,도봉구,방학동,8,A,10
서울,도봉구,쌍문동,9,A,10
서울,도봉구,창동,11,A,10
서울,동대문구,답십리동,3,B,8
서울,동대문구,신설동,1,D,4
서울,동대문구,용두동,3,B,8
서울,동대문구,이문동,4,A,10
서울,동대문구,장안동,7,A,10
서울,동대문구,전농동,5,A,10
서울,동대문구,제기동,2,C,6
서울,동대문구,청량리동,1,D,4
서울,동대문구,회기동,4,A,10
서울,동대문구,휘경동,3,B,8
서울,동작구,노량진동,2,C,6
서울,동작구,대방동,1,D,4
서울,동작구,사당동,5,A,10
서울,동작구,상도1동,1,D,4
서울,동작구,상도동,3,B,8
서울,동작구,신대방동,1,D,4
서울,동작구,흑석동,1,D,4
서울,마포구,공덕동,1,D,4
서울,마포구,노고산동,2,C,6
서울,마포구,도화동,2,C,6
서울,마포구,동교동,5,A,10
서울,마포구,망원동,2,C,6
서울,마포구,상수동,1,D,4
서울,마포구,상암동,3,B,8
서울,마포구,서교동,3,B,8
서울,마포구,성산동,5,A,10
서울,마포구,신공덕동,1,D,4
서울,마포구,아현동,1,D,4
서울,마포구,염리동,1,D,4
서울,마포구,용강동,1,D,4
서울,마포구,창전동,1,D,4
서울,마포구,합정동,1,D,4
서울,서대문구,남가좌동,2,C,6
서울,서대문구,대신동,2,C,6
서울,서대문구,대현동,3,B,8
서울,서대문구,북가좌동,3,B,8
서울,서대문구,북아현동,1,D,4
서울,서대문구,신촌동,2,C,6
서울,서대문구,연희동,5,A,10
서울,서대문구,옥천동,1,D,4
서울,서대문구,창천동,2,C,6
서울,서대문구,충정로3가,2,C,6
서울,서대문구,현저동,2,C,6
서울,서대문구,홍은동,4,A,10
서울,서대문구,홍제동,3,B,8
서울,서초구,반포동,6,A,10
서울,서초구,방배동,5,A,10
서울,서초구,서초동,13,A,10
서울,서초구,신원동,1,D,4
서울,서초구,양재동,3,B,8
서울,서초구,우면동,3,B,8
서울,서초구,잠원동,3,B,8
서울,성동구,금호동1가,1,D,4
서울,성동구,마장동,1,D,4
서울,성동구,사근동,2,C,6
서울,성동구,상왕십리동,1,D,4
서울,성동구,성수동1가,4,A,10
서울,성동구,성수동2가,1,D,4
서울,성동구,옥수동,1,D,4
서울,성동구,용답동,1,D,4
서울,성동구,행당동,3,B,8
서울,성북구,길음동,2,C,6
서울,성북구,돈암동,5,A,10
서울,성북구,동선동1가,2,C,6
서울,성북구,상월곡동,2,C,6
서울,성북구,석관동,1,D,4
서울,성북구,성북동,6,A,10
서울,성북구,성북동1가,1,D,4
서울,성북구,안암동5가,1,D,4
서울,성북구,장위동,1,D,4
서울,성북구,정릉동,5,A,10
서울,성북구,종암동,2,C,6
서울,성북구,하월곡동,3,B,8
서울,송파구,가락동,2,C,6
서울,송파구,거여동,1,D,4
서울,송파구,마천동,1,D,4
서울,송파구,문정동,2,C,6
서울,송파구,방이동,4,A,10
서울,송파구,석촌동,1,D,4
서울,송파구,송파동,1,D,4
서울,송파구,신천동,3,B,8
서울,송파구,오금동,1,D,4
서울,송파구,잠실동,4,A,10
서울,송파구,장지동,2,C,6
서울,송파구,풍납동,1,D,4
서울,양천구,목동,5,A,10
서울,양천구,신월동,3,B,8
서울,양천구,신정동,4,A,10
서울,영등포구,당산동,1,D,4
서울,영등포구,당산동4가,1,D,4
서울,영등포구,대림동,1,D,4
서울,영등포구,문래동2가,1,D,4
서울,영등포구,문래동3가,1,D,4
서울,영등포구,양평동3가,1,D,4
서울,영등포구,여의도동,5,A,10
서울,영등포구,영등포동,1,D,4
서울,영등포구,영등포동4가,1,D,4
서울,용산구,갈월동,1,D,4
서울,용산구,보광동,1,D,4
서울,용산구,산천동,1,D,4
서울,용산구,서계동,1,D,4
서울,용산구,서빙고동,1,D,4
서울,용산구,용문동,1,D,4
서울,용산구,용산동1가,1,D,4
서울,용산구,용산동2가,2,C,6
서울,용산구,용산동6가,2,C,6
서울,용산구,원효로1가,1,D,4
서울,용산구,이촌동,2,C,6
서울,용산구,이태원동,1,D,4
서울,용산구,청파동2가,4,A,10
서울,용산구,한강로2가,2,C,6
서울,용산구,한강로3가,2,C,6
서울,용산구,한남동,4,A,10
서울,용산구,효창동,3,B,8
서울,용산구,후암동,3,B,8
서울,은평구,갈현동,2,C,6
서울,은평구,구산동,1,D,4
서울,은평구,녹번동,3,B,8
서울,은평구,대조동,2,C,6
서울,은평구,불광동,2,C,6
서울,은평구,신사동,2,C,6
서울,은평구,역촌동,2,C,6
서울,은평구,응암동,3,B,8
서울,은평구,증산동,1,D,4
서울,은평구,진관동,6,A,10
서울,종로구,가회동,3,B,8
서울,종로구,견지동,1,D,4
서울,종로구,관훈동,2,C,6
서울,종로구,구기동,1,D,4
서울,종로구,권농동,1,D,4
서울,종로구,낙원동,2,C,6
서울,종로구,돈의동,1,D,4
서울,종로구,동숭동,2,C,6
서울,종로구,명륜1가,1,D,4
서울,종로구,명륜2가,3,B,8
서울,종로구,명륜3가,1,D,4
서울,종로구,부암동,4,A,10
서울,종로구,사간동,1,D,4
서울,종로구,사직동,2,C,6
서울,종로구,삼청동,2,C,6
서울,종로구,서린동,1,D,4
서울,종로구,세종로,6,A,10
서울,종로구,소격동,2,C,6
서울,종로구,송월동,1,D,4
서울,종로구,수송동,1,D,4
서울,종로구,신문로1가,2,C,6
서울,종로구,신문로2가,3,B,8
서울,종로구,안국동,1,D,4
서울,종로구,연건동,2,C,6
서울,종로구,예지동,1,D,4
서울,종로구,옥인동,1,D,4
서울,종로구,와룡동,2,C,6
서울,종로구,원서동,2,C,6
서울,종로구,통의동,1,D,4
서울,종로구,평창동,5,A,10
서울,종로구,혜화동,1,D,4
서울,종로구,홍지동,2,C,6
서울,종로구,화동,3,B,8
서울,종로구,효제동,1,D,4
서울,중구,남대문로2가,1,D,4
서울,중구,남대문로3가,1,D,4
서울,중구,남대문로5가,1,D,4
서울,중구,남산동1가,1,D,4
서울,중구,다동,1,D,4
서울,중구,만리동2가,3,B,8
서울,중구,명동2가,2,C,6
서울,중구,서소문동,1,D,4
서울,중구,신당동,5,A,10
서울,중구,을지로6가,2,C,6
서울,중구,을지로7가,1,D,4
서울,중구,의주로2가,1,D,4
서울,중구,장충동1가,1,D,4
서울,중구,장충동2가,3,B,8
서울,중구,정동,6,A,10
서울,중구,충무로2가,1,D,4
서울,중구,충정로1가,2,C,6
서울,중구,태평로1가,2,C,6
서울,중구,필동2가,1,D,4
서울,중구,필동3가,1,D,4
서울,중구,회현동1가,1,D,4
서울,중랑구,망우동,2,C,6
서울,중랑구,면목동,1,D,4
서울,중랑구,묵동,2,C,6
서울,중랑구,상봉동,3,B,8
서울,중랑구,중화동,1,D,4
